TimeOn,TimeOff,StationNr,Alarmcode
2024-04-09 04:50:30,,2304515,20
2024-04-09 04:53:01,,2304511,25
2024-04-09 04:54:03,,2304511,20
2024-04-09 04:54:11,,2304527,25
2024-04-09 04:57:06,,2304527,20
2024-04-09 05:04:57,,2304511,25
2024-04-09 05:05:55,,2304511,20
2024-04-09 05:11:01,,2304511,25
2024-04-09 05:12:03,,2304511,20
2024-04-09 05:46:08,,2304530,67
2024-04-09 05:46:08,,2304530,68
2024-04-09 05:46:08,,2304530,69
2024-04-09 05:46:08,,2304530,61
2024-04-09 05:46:10,,2304530,59
2024-04-09 05:46:10,,2304530,60
2024-04-09 07:07:05,,2304523,50200
2024-04-09 07:07:04,2024-04-09 14:12:15,2304523,1008
2024-04-09 07:07:05,,2304523,115
2024-04-09 07:07:20,,2304523,25
2024-04-09 07:10:16,,2304523,27
2024-04-09 07:10:17,2024-04-09 14:12:51,2304523,1020
2024-04-09 07:10:24,2024-04-09 14:12:52,2304523,1023
2024-04-09 07:10:35,,2304523,27
2024-04-09 07:10:44,2024-04-09 14:12:26,2304523,1001
2024-04-09 07:10:19,2024-04-09 14:12:53,2304523,50000
2024-04-09 07:11:56,,2304529,27
2024-04-09 07:11:55,2024-04-09 08:53:21,2304529,1020
2024-04-09 07:12:04,2024-04-09 08:53:22,2304529,1023
2024-04-09 07:12:12,,2304529,27
2024-04-09 07:12:17,2024-04-09 08:46:56,2304529,1001
2024-04-09 07:11:57,2024-04-09 07:13:49,2304529,50000
2024-04-09 07:13:03,2024-04-09 07:13:05,2304529,13902
2024-04-09 07:13:04,2024-04-09 07:16:26,2304529,14001
2024-04-09 07:13:05,2024-04-09 07:16:25,2304529,15001
2024-04-09 07:13:05,2024-04-09 07:16:25,2304529,13900
2024-04-09 07:13:48,2024-04-09 07:16:52,2304529,50008
2024-04-09 07:15:54,2024-04-09 07:16:24,2304529,13902
2024-04-09 07:15:56,2024-04-09 07:16:06,2304529,1005
2024-04-09 07:15:57,2024-04-09 07:16:23,2304529,63005
2024-04-09 07:16:25,2024-04-09 07:16:45,2304529,63005
2024-04-09 07:17:04,2024-04-09 07:27:04,2304529,10118
2024-04-09 07:13:26,,2304529,9
2024-04-09 07:15:15,,2304529,2
2024-04-09 07:15:15,,2304529,7
2024-04-09 07:15:25,,2304529,18
2024-04-09 07:15:57,,2304529,27
2024-04-09 07:15:57,,2304529,8
2024-04-09 07:16:17,,2304529,27
2024-04-09 07:16:56,,2304529,55
2024-04-09 07:17:18,2024-04-09 08:53:23,2304529,50000
2024-04-09 07:48:59,2024-04-10 09:48:21,2304529,73033
2024-04-09 08:46:57,,2304529,115
2024-04-09 08:53:20,,2304529,27
2024-04-09 08:53:57,,2304529,20
2024-04-09 10:57:00,2024-04-11 10:15:17,2304530,13325
2024-04-09 13:36:36,,2304521,127
2024-04-09 13:41:24,,2304522,127
2024-04-09 13:57:36,,2304519,127
2024-04-09 13:58:12,,2304514,127
2024-04-09 13:58:48,,2304528,127
2024-04-09 14:00:00,,2304517,127
2024-04-09 14:01:12,,2304525,127
2024-04-09 14:03:00,,2304513,127
2024-04-09 14:03:36,,2304510,127
2024-04-09 14:03:36,,2304526,127
2024-04-09 14:06:00,,2304516,127
2024-04-09 14:07:12,,2304520,127
2024-04-09 14:12:27,,2304523,115
2024-04-09 14:12:51,,2304523,27
2024-04-09 14:15:47,,2304523,20
2024-04-09 14:20:24,,2304518,127
2024-04-09 14:24:36,,2304512,127
2024-04-09 16:48:36,,2304524,127
2024-04-09 16:50:24,,2304515,127
2024-04-09 16:57:00,,2304527,127
2024-04-09 17:12:00,,2304511,127
2024-04-09 17:45:36,,2304530,127
2024-04-09 18:05:29,,2304530,59
2024-04-09 18:05:29,,2304530,60
2024-04-09 20:53:24,,2304529,127
2024-04-09 21:51:33,2024-04-09 21:52:36,2304513,13902
2024-04-09 21:51:33,,2304513,25
2024-04-09 21:51:33,,2304513,115
2024-04-09 21:51:34,2024-04-09 21:53:48,2304513,13907
2024-04-09 21:51:35,2024-04-09 21:53:27,2304513,14111
2024-04-09 21:51:45,2024-04-09 21:53:48,2304513,13909
2024-04-09 21:52:38,2024-04-09 21:53:48,2304513,13908
2024-04-09 21:52:41,2024-04-09 21:53:08,2304513,13902
2024-04-09 21:52:50,2024-04-09 21:53:48,2304513,13906
2024-04-09 21:53:04,2024-04-09 21:53:04,2304513,5122
2024-04-09 21:53:14,2024-04-09 21:53:27,2304513,15111
2024-04-09 21:53:48,,2304513,115
2024-04-09 21:56:52,,2304513,20
2024-04-09 22:04:15,2024-04-09 22:07:41,2304524,3130
2024-04-09 22:04:17,,2304524,115
2024-04-09 22:04:30,,2304524,25
2024-04-09 22:04:59,,2304524,168
2024-04-09 22:05:39,,2304524,174
2024-04-09 22:07:05,,2304524,111
2024-04-09 22:07:16,,2304524,111
2024-04-09 22:07:28,,2304524,111
2024-04-09 22:07:42,,2304524,115
2024-04-09 22:09:20,,2304524,20
2024-04-10 01:36:36,,2304521,127
2024-04-10 01:41:24,,2304522,127
2024-04-10 01:55:22,2024-04-10 01:58:26,2304515,3130
2024-04-10 01:55:23,,2304515,115
2024-04-10 01:55:33,,2304515,25
2024-04-10 01:56:06,,2304515,168
2024-04-10 01:56:43,,2304515,174
2024-04-10 01:57:50,,2304515,111
2024-04-10 01:57:36,,2304519,127
2024-04-10 01:58:02,,2304515,111
2024-04-10 01:58:13,,2304515,111
2024-04-10 01:58:12,,2304514,127
2024-04-10 01:58:27,,2304515,115
2024-04-10 01:58:48,,2304528,127
2024-04-10 02:00:00,,2304517,127
2024-04-10 02:01:12,,2304525,127
2024-04-10 02:01:37,,2304515,20
2024-04-10 02:02:07,,2304519,25
2024-04-10 02:02:50,,2304519,20
2024-04-10 02:03:17,,2304519,25
2024-04-10 02:03:36,,2304526,127
2024-04-10 02:03:36,,2304510,127
2024-04-10 02:04:08,,2304519,20
2024-04-10 02:04:33,,2304519,25
2024-04-10 02:05:16,2024-04-10 02:08:30,2304525,3130
2024-04-10 02:05:17,,2304525,115
2024-04-10 02:05:28,,2304525,25
2024-04-10 02:05:33,,2304519,20
2024-04-10 02:06:00,,2304525,168
2024-04-10 02:06:00,,2304516,127
2024-04-10 02:05:56,,2304519,25
2024-04-10 02:06:32,,2304525,172
2024-04-10 02:06:46,,2304519,20
2024-04-10 02:07:04,2024-04-10 02:10:18,2304527,3130
2024-04-10 02:07:04,,2304527,115
2024-04-10 02:07:12,,2304520,127
2024-04-10 02:07:15,,2304527,25
2024-04-10 02:07:48,,2304527,168
2024-04-10 02:07:54,,2304525,111
2024-04-10 02:08:06,,2304525,111
2024-04-10 02:08:17,,2304525,111
2024-04-10 02:08:31,,2304525,115
2024-04-10 02:08:19,,2304527,173
2024-04-10 02:09:42,,2304527,111
2024-04-10 02:09:53,,2304527,111
2024-04-10 02:10:04,,2304527,111
2024-04-10 02:10:28,,2304525,20
2024-04-10 02:10:18,,2304527,115
2024-04-10 02:11:53,,2304519,25
2024-04-10 02:12:19,,2304527,20
2024-04-10 02:12:32,,2304519,20
2024-04-10 02:15:36,,2304523,127
2024-04-10 02:17:44,,2304526,25
2024-04-10 02:18:35,,2304526,20
2024-04-10 02:20:24,,2304518,127
2024-04-10 02:24:36,,2304512,127
2024-04-10 03:26:13,,2304519,25
2024-04-10 03:26:59,,2304519,20
2024-04-10 03:50:28,,2304515,25
2024-04-10 03:51:19,,2304515,20
2024-04-10 03:55:48,,2304515,25
2024-04-10 03:56:24,,2304519,25
2024-04-10 03:56:41,,2304515,20
2024-04-10 03:57:07,,2304519,20
2024-04-10 03:57:13,,2304524,25
2024-04-10 03:58:02,,2304524,20
2024-04-10 03:58:32,,2304515,25
2024-04-10 03:59:16,,2304515,20
2024-04-10 03:59:31,,2304524,25
2024-04-10 04:00:18,,2304526,25
2024-04-10 04:00:19,,2304524,20
2024-04-10 04:01:09,,2304526,20
2024-04-10 04:02:02,,2304526,25
2024-04-10 04:02:57,,2304526,20
2024-04-10 04:02:39,,2304524,25
2024-04-10 04:03:43,,2304527,25
2024-04-10 04:04:02,,2304525,25
2024-04-10 04:04:50,,2304525,20
2024-04-10 04:04:38,,2304527,20
2024-04-10 04:05:29,,2304526,25
2024-04-10 04:05:47,,2304525,25
2024-04-10 04:06:24,,2304526,20
2024-04-10 04:06:54,,2304525,20
2024-04-10 04:07:11,,2304526,25
2024-04-10 04:06:58,,2304527,25
2024-04-10 04:07:41,,2304525,25
2024-04-10 04:08:09,,2304526,20
2024-04-10 04:08:30,,2304526,25
2024-04-10 04:09:23,,2304526,20
2024-04-10 04:09:52,,2304526,25
2024-04-10 04:10:11,,2304525,20
2024-04-10 04:10:37,,2304525,25
2024-04-10 04:11:04,,2304526,20
2024-04-10 04:12:11,,2304526,25
2024-04-10 04:12:06,,2304524,20
2024-04-10 04:12:25,,2304525,20
2024-04-10 04:13:08,,2304526,20
2024-04-10 04:13:45,,2304525,25
2024-04-10 04:17:29,,2304525,20
2024-04-10 04:18:47,,2304525,25
2024-04-10 04:19:37,,2304525,20
2024-04-10 04:21:41,,2304526,25
2024-04-10 04:22:40,,2304526,20
2024-04-10 04:23:36,,2304526,25
2024-04-10 04:24:32,,2304526,20
2024-04-10 04:31:05,,2304527,20
2024-04-10 04:54:18,,2304526,25
2024-04-10 04:54:56,,2304527,25
2024-04-10 04:55:15,,2304526,20
2024-04-10 04:55:53,,2304527,20
2024-04-10 04:56:20,,2304527,25
2024-04-10 04:57:18,,2304526,25
2024-04-10 04:58:02,,2304526,20
2024-04-10 04:58:27,,2304526,25
2024-04-10 05:02:26,,2304524,25
2024-04-10 05:05:54,,2304525,25
2024-04-10 05:06:55,,2304525,20
2024-04-10 05:07:45,,2304525,25
2024-04-10 05:08:42,,2304525,20
2024-04-10 05:09:19,,2304525,25
2024-04-10 05:09:19,,2304526,20
2024-04-10 05:12:00,,2304511,127
2024-04-10 05:14:21,,2304526,25
2024-04-10 05:17:50,,2304528,25
2024-04-10 05:18:41,,2304528,20
2024-04-10 05:20:38,,2304515,25
2024-04-10 05:21:32,,2304515,20
2024-04-10 05:23:44,,2304526,20
2024-04-10 05:24:02,,2304515,25
2024-04-10 05:24:55,,2304515,20
2024-04-10 05:26:05,,2304515,25
2024-04-10 05:27:05,,2304515,20
2024-04-10 05:27:27,,2304515,25
2024-04-10 05:31:52,,2304527,20
2024-04-10 05:33:32,,2304515,20
2024-04-10 05:34:13,,2304514,25
2024-04-10 05:35:04,,2304514,20
2024-04-10 05:35:20,,2304519,25
2024-04-10 05:35:31,,2304514,25
2024-04-10 05:35:56,,2304515,25
2024-04-10 05:36:04,,2304511,25
2024-04-10 05:36:22,,2304514,20
2024-04-10 05:36:26,,2304519,20
2024-04-10 05:36:52,,2304515,20
2024-04-10 05:37:06,,2304526,25
2024-04-10 05:37:18,,2304514,25
2024-04-10 05:37:54,,2304526,20
2024-04-10 05:38:07,,2304514,20
2024-04-10 05:38:12,,2304519,25
2024-04-10 05:39:13,,2304511,20
2024-04-10 05:39:21,,2304524,20
2024-04-10 05:42:49,,2304525,20
2024-04-10 05:43:18,,2304519,20
2024-04-10 05:54:09,,2304514,25
2024-04-10 05:54:37,,2304517,25
2024-04-10 05:55:11,,2304525,25
2024-04-10 05:55:06,,2304514,20
2024-04-10 05:55:30,,2304517,20
2024-04-10 05:56:05,,2304525,20
2024-04-10 05:56:05,,2304514,25
2024-04-10 05:58:57,,2304525,25
2024-04-10 05:59:10,,2304517,25
2024-04-10 05:59:02,,2304519,25
2024-04-10 05:59:50,,2304525,20
2024-04-10 06:00:07,,2304511,48
2024-04-10 06:00:07,,2304515,48
2024-04-10 06:00:05,,2304524,48
2024-04-10 06:00:00,,2304517,20
2024-04-10 06:00:01,,2304519,20
2024-04-10 06:00:24,,2304525,25
2024-04-10 06:00:30,,2304515,25
2024-04-10 06:00:23,,2304511,25
2024-04-10 06:00:22,,2304519,25
2024-04-10 06:01:15,,2304525,20
2024-04-10 06:01:00,,2304517,25
2024-04-10 06:02:15,,2304525,25
2024-04-10 06:02:08,,2304517,20
2024-04-10 06:02:32,,2304517,25
2024-04-10 06:02:33,,2304513,25
2024-04-10 06:02:53,,2304524,25
2024-04-10 06:03:01,,2304525,20
2024-04-10 06:03:23,,2304513,20
2024-04-10 06:03:51,,2304525,25
2024-04-10 06:04:10,,2304513,25
2024-04-10 06:04:41,,2304525,20
2024-04-10 06:05:05,,2304525,25
2024-04-10 06:05:05,,2304513,20
2024-04-10 06:05:24,,2304530,127
2024-04-10 06:06:00,,2304525,20
2024-04-10 06:06:26,,2304525,25
2024-04-10 06:07:08,,2304513,25
2024-04-10 06:08:45,,2304510,25
2024-04-10 06:09:47,,2304510,20
2024-04-10 06:10:30,,2304510,25
2024-04-10 06:11:59,,2304513,20
2024-04-10 06:13:02,,2304513,25
2024-04-10 06:13:48,,2304513,20
2024-04-10 06:18:44,,2304513,25
2024-04-10 06:25:14,,2304524,20
2024-04-10 06:25:54,,2304525,20
2024-04-10 06:25:47,,2304516,25
2024-04-10 06:26:18,,2304518,25
2024-04-10 06:26:38,,2304513,20
2024-04-10 06:26:42,,2304516,20
2024-04-10 06:27:33,,2304515,20
2024-04-10 06:27:22,,2304518,20
2024-04-10 06:27:45,,2304517,20
2024-04-10 06:28:29,,2304516,25
2024-04-10 06:28:39,,2304518,25
2024-04-10 06:29:20,,2304516,20
2024-04-10 06:29:43,,2304515,25
2024-04-10 06:29:50,,2304517,25
2024-04-10 06:29:48,,2304518,20
2024-04-10 06:30:13,,2304518,25
2024-04-10 06:30:33,,2304515,20
2024-04-10 06:30:29,,2304516,25
2024-04-10 06:30:45,,2304517,20
2024-04-10 06:31:05,,2304518,20
2024-04-10 06:31:08,,2304517,25
2024-04-10 06:32:06,,2304518,25
2024-04-10 06:32:08,,2304517,20
2024-04-10 06:33:02,,2304515,25
2024-04-10 06:33:08,,2304516,20
2024-04-10 06:33:08,,2304517,25
2024-04-10 06:33:49,,2304515,20
2024-04-10 06:33:48,,2304516,25
2024-04-10 06:34:09,,2304517,20
2024-04-10 06:34:05,,2304510,20
2024-04-10 06:34:32,,2304516,20
2024-04-10 06:35:00,,2304517,25
2024-04-10 06:35:25,,2304515,25
2024-04-10 06:37:41,,2304510,25
2024-04-10 06:37:47,,2304513,25
2024-04-10 06:39:09,,2304518,20
2024-04-10 06:40:46,,2304525,25
2024-04-10 06:40:49,,2304516,25
2024-04-10 06:40:51,,2304512,25
2024-04-10 06:40:53,,2304518,25
2024-04-10 06:41:35,,2304525,20
2024-04-10 06:41:40,,2304516,20
2024-04-10 06:42:03,,2304516,25
2024-04-10 06:43:00,,2304520,25
2024-04-10 06:42:56,,2304516,20
2024-04-10 06:43:32,,2304511,20
2024-04-10 06:44:44,,2304512,20
2024-04-10 06:45:09,,2304514,20
2024-04-10 06:45:48,,2304525,25
2024-04-10 06:45:45,,2304510,20
2024-04-10 06:46:11,,2304515,20
2024-04-10 06:46:13,,2304513,20
2024-04-10 06:46:23,,2304520,20
2024-04-10 06:46:42,,2304525,20
2024-04-10 06:47:39,,2304525,25
2024-04-10 06:48:45,,2304525,20
2024-04-10 06:49:14,,2304518,20
2024-04-10 06:49:55,,2304517,20
2024-04-10 06:51:36,,2304519,20
2024-04-10 07:03:15,,2304527,25
2024-04-10 07:04:08,,2304527,20
2024-04-10 07:04:40,,2304527,25
2024-04-10 07:05:36,,2304527,20
2024-04-10 07:05:56,,2304527,25
2024-04-10 07:10:09,,2304527,20
2024-04-10 07:23:37,,2304527,25
2024-04-10 07:30:05,,2304527,20
2024-04-10 07:31:00,,2304529,50200
2024-04-10 07:31:00,2024-04-10 13:48:38,2304529,1008
2024-04-10 07:31:00,,2304529,115
2024-04-10 07:31:14,,2304529,25
2024-04-10 07:41:03,2024-04-10 13:51:41,2304529,1020
2024-04-10 07:41:04,,2304529,27
2024-04-10 07:41:21,2024-04-10 13:51:42,2304529,1023
2024-04-10 07:41:53,,2304529,27
2024-04-10 07:41:04,2024-04-10 13:51:43,2304529,50000
2024-04-10 07:42:27,2024-04-10 13:48:52,2304529,1001
2024-04-10 07:47:56,,2304527,25
2024-04-10 07:48:44,,2304527,20
2024-04-10 07:55:03,2024-04-10 08:20:25,2304529,1005
2024-04-10 07:55:40,,2304527,25
2024-04-10 07:56:32,,2304527,20
2024-04-10 07:56:52,,2304527,25
2024-04-10 08:09:27,,2304527,20
2024-04-10 08:10:49,,2304525,25
2024-04-10 08:10:49,,2304527,25
2024-04-10 08:11:31,,2304525,20
2024-04-10 08:14:37,,2304527,20
2024-04-10 08:28:56,2024-04-10 08:34:15,2304529,1005
2024-04-10 08:30:11,,2304527,25
2024-04-10 08:34:45,2024-04-10 08:46:51,2304529,1005
2024-04-10 08:35:05,,2304528,25
2024-04-10 08:35:38,,2304526,25
2024-04-10 08:39:49,,2304528,20
2024-04-10 08:40:33,,2304526,20
2024-04-10 08:42:58,,2304527,20
2024-04-10 08:43:29,,2304528,25
2024-04-10 08:43:55,,2304527,25
2024-04-10 08:44:37,,2304528,20
2024-04-10 08:53:47,,2304528,25
2024-04-10 08:53:50,2024-04-10 08:55:10,2304529,1005
2024-04-10 08:54:29,,2304528,20
2024-04-10 09:01:26,,2304527,20
2024-04-10 09:20:56,,2304510,25
2024-04-10 09:21:48,,2304510,20
2024-04-10 09:22:03,,2304515,25
2024-04-10 09:21:54,,2304514,25
2024-04-10 09:22:40,,2304514,20
2024-04-10 09:22:26,,2304524,25
2024-04-10 09:22:46,,2304525,25
2024-04-10 09:22:56,,2304517,25
2024-04-10 09:23:05,,2304515,20
2024-04-10 09:23:22,,2304527,25
2024-04-10 09:23:45,,2304525,20
2024-04-10 09:23:54,,2304517,20
2024-04-10 09:24:12,,2304525,25
2024-04-10 09:24:35,,2304527,20
2024-04-10 09:24:24,,2304514,25
2024-04-10 09:25:00,,2304517,25
2024-04-10 09:25:10,,2304525,20
2024-04-10 09:25:14,,2304515,25
2024-04-10 09:25:43,,2304510,25
2024-04-10 09:25:56,,2304525,25
2024-04-10 09:25:57,,2304517,20
2024-04-10 09:26:03,,2304527,25
2024-04-10 09:26:12,,2304513,25
2024-04-10 09:26:34,,2304519,25
2024-04-10 09:26:48,,2304510,20
2024-04-10 09:27:04,,2304513,20
2024-04-10 09:27:05,,2304511,25
2024-04-10 09:27:24,,2304527,20
2024-04-10 09:27:40,,2304517,25
2024-04-10 09:27:35,,2304513,25
2024-04-10 09:27:50,,2304511,20
2024-04-10 09:27:48,,2304519,20
2024-04-10 09:28:13,,2304525,20
2024-04-10 09:28:23,,2304510,25
2024-04-10 09:28:08,,2304519,25
2024-04-10 09:28:42,,2304526,25
2024-04-10 09:28:29,,2304517,20
2024-04-10 09:28:33,,2304513,20
2024-04-10 09:28:53,,2304525,25
2024-04-10 09:28:55,,2304511,25
2024-04-10 09:28:53,,2304527,25
2024-04-10 09:28:49,,2304517,25
2024-04-10 09:29:09,,2304510,20
2024-04-10 09:29:38,,2304510,25
2024-04-10 09:29:50,,2304525,20
2024-04-10 09:29:45,,2304511,20
2024-04-10 09:29:46,,2304526,20
2024-04-10 09:29:52,,2304517,20
2024-04-10 09:29:46,,2304513,25
2024-04-10 09:30:05,,2304527,20
2024-04-10 09:30:07,,2304516,25
2024-04-10 09:30:31,,2304510,20
2024-04-10 09:30:45,,2304517,25
2024-04-10 09:31:07,,2304516,20
2024-04-10 09:31:16,,2304519,20
2024-04-10 09:31:29,,2304526,25
2024-04-10 09:31:27,,2304518,25
2024-04-10 09:31:33,,2304519,25
2024-04-10 09:31:48,,2304525,25
2024-04-10 09:31:55,,2304511,25
2024-04-10 09:32:18,,2304510,25
2024-04-10 09:32:18,,2304512,25
2024-04-10 09:32:05,,2304517,20
2024-04-10 09:32:37,,2304525,20
2024-04-10 09:32:25,,2304526,20
2024-04-10 09:32:38,,2304518,20
2024-04-10 09:32:47,,2304511,20
2024-04-10 09:33:10,,2304525,25
2024-04-10 09:33:10,,2304510,20
2024-04-10 09:33:23,,2304511,25
2024-04-10 09:33:20,,2304512,20
2024-04-10 09:33:31,,2304527,25
2024-04-10 09:33:48,,2304516,25
2024-04-10 09:34:05,,2304525,20
2024-04-10 09:34:14,,2304511,20
2024-04-10 09:34:09,,2304512,25
2024-04-10 09:34:37,,2304511,25
2024-04-10 09:34:29,,2304516,20
2024-04-10 09:35:08,,2304525,25
2024-04-10 09:35:10,,2304512,20
2024-04-10 09:35:25,,2304526,25
2024-04-10 09:35:51,,2304511,20
2024-04-10 09:36:01,,2304517,25
2024-04-10 09:36:01,,2304512,25
2024-04-10 09:36:07,,2304510,25
2024-04-10 09:36:21,,2304526,20
2024-04-10 09:36:05,,2304518,25
2024-04-10 09:36:25,,2304511,25
2024-04-10 09:37:03,,2304510,20
2024-04-10 09:37:00,,2304526,25
2024-04-10 09:36:56,,2304518,20
2024-04-10 09:37:02,,2304512,20
2024-04-10 09:37:20,,2304518,25
2024-04-10 09:37:13,,2304514,20
2024-04-10 09:37:52,,2304526,20
2024-04-10 09:38:02,,2304518,20
2024-04-10 09:38:13,,2304520,25
2024-04-10 09:39:00,,2304520,20
2024-04-10 09:39:34,,2304513,20
2024-04-10 09:39:39,,2304516,25
2024-04-10 09:39:39,,2304514,25
2024-04-10 09:39:58,,2304517,20
2024-04-10 09:40:26,,2304516,20
2024-04-10 09:41:42,,2304526,25
2024-04-10 09:41:46,,2304513,25
2024-04-10 09:42:37,,2304526,20
2024-04-10 09:42:35,,2304513,20
2024-04-10 09:42:52,,2304517,25
2024-04-10 09:43:02,,2304513,25
2024-04-10 09:43:21,,2304524,20
2024-04-10 09:43:42,,2304513,20
2024-04-10 09:43:39,,2304524,25
2024-04-10 09:43:48,,2304510,25
2024-04-10 09:44:41,,2304515,20
2024-04-10 09:45:10,,2304513,25
2024-04-10 09:46:28,,2304513,20
2024-04-10 09:46:51,,2304524,20
2024-04-10 09:47:25,,2304515,25
2024-04-10 09:47:30,,2304512,25
2024-04-10 09:47:30,,2304513,25
2024-04-10 09:48:30,,2304525,20
2024-04-10 09:48:33,,2304515,20
2024-04-10 09:48:28,,2304513,20
2024-04-10 09:48:47,,2304516,25
2024-04-10 09:49:00,,2304511,20
2024-04-10 09:48:50,,2304518,25
2024-04-10 09:49:03,,2304514,20
2024-04-10 09:49:22,,2304527,20
2024-04-10 09:49:36,,2304518,20
2024-04-10 09:49:28,,2304519,20
2024-04-10 09:49:25,,2304513,25
2024-04-10 09:50:20,,2304513,20
2024-04-10 09:50:39,,2304513,25
2024-04-10 09:51:21,,2304527,25
2024-04-10 09:51:37,,2304513,20
2024-04-10 09:51:30,,2304519,25
2024-04-10 09:51:58,,2304511,25
2024-04-10 09:52:11,,2304515,25
2024-04-10 09:52:24,,2304519,20
2024-04-10 09:52:37,,2304517,20
2024-04-10 09:52:53,,2304511,20
2024-04-10 09:53:09,,2304519,25
2024-04-10 09:53:27,,2304511,25
2024-04-10 09:53:52,,2304512,20
2024-04-10 09:54:04,,2304519,20
2024-04-10 09:54:10,,2304516,20
2024-04-10 09:55:02,,2304515,20
2024-04-10 09:56:18,,2304510,20
2024-04-10 09:57:11,,2304524,25
2024-04-10 09:57:37,,2304527,20
2024-04-10 09:57:59,,2304515,25
2024-04-10 09:58:05,,2304519,25
2024-04-10 09:58:05,,2304524,20
2024-04-10 09:59:03,,2304515,20
2024-04-10 09:58:54,,2304519,20
2024-04-10 10:00:51,,2304524,25
2024-04-10 10:01:19,,2304511,20
2024-04-10 10:01:56,,2304511,25
2024-04-10 10:03:00,,2304515,25
2024-04-10 10:02:48,,2304511,20
2024-04-10 10:03:12,2024-04-10 10:05:22,2304529,73033
2024-04-10 10:04:04,,2304524,20
2024-04-10 10:05:19,,2304512,25
2024-04-10 10:05:41,,2304519,25
2024-04-10 10:05:58,,2304511,25
2024-04-10 10:06:14,,2304512,20
2024-04-10 10:07:06,,2304511,20
2024-04-10 10:07:43,,2304515,20
2024-04-10 10:08:49,,2304511,25
2024-04-10 10:09:32,,2304510,25
2024-04-10 10:09:43,,2304517,25
2024-04-10 10:09:56,,2304519,20
2024-04-10 10:10:32,,2304512,25
2024-04-10 10:10:56,,2304514,25
2024-04-10 10:11:10,,2304513,25
2024-04-10 10:11:54,,2304512,20
2024-04-10 10:11:53,,2304514,20
2024-04-10 10:12:06,,2304513,20
2024-04-10 10:12:42,,2304519,25
2024-04-10 10:12:42,,2304513,25
2024-04-10 10:13:15,,2304516,25
2024-04-10 10:13:42,,2304510,20
2024-04-10 10:13:30,,2304511,20
2024-04-10 10:13:30,,2304513,20
2024-04-10 10:14:04,,2304526,25
2024-04-10 10:14:02,,2304517,20
2024-04-10 10:14:19,,2304527,25
2024-04-10 10:14:09,,2304516,20
2024-04-10 10:14:13,,2304519,20
2024-04-10 10:15:22,2024-04-15 01:42:17,2304529,73033
2024-04-10 10:15:09,,2304526,20
2024-04-10 10:16:40,,2304525,25
2024-04-10 10:17:34,,2304525,20
2024-04-10 10:19:32,2024-04-10 10:26:50,2304529,1005
2024-04-10 10:21:03,,2304525,25
2024-04-10 10:21:02,,2304519,25
2024-04-10 10:21:53,,2304525,20
2024-04-10 10:21:47,,2304519,20
2024-04-10 10:24:43,,2304525,25
2024-04-10 10:24:58,,2304527,20
2024-04-10 10:25:24,,2304525,20
2024-04-10 10:25:29,,2304526,25
2024-04-10 10:26:28,,2304526,20
2024-04-10 10:29:25,,2304525,25
2024-04-10 10:30:16,,2304524,25
2024-04-10 10:31:18,,2304527,25
2024-04-10 10:31:11,,2304524,20
2024-04-10 10:32:15,,2304525,20
2024-04-10 10:32:09,,2304527,20
2024-04-10 10:33:47,,2304527,25
2024-04-10 10:34:13,,2304511,25
2024-04-10 10:34:33,,2304527,20
2024-04-10 10:35:10,,2304511,20
2024-04-10 10:36:51,,2304519,25
2024-04-10 10:37:31,,2304527,25
2024-04-10 10:38:23,,2304527,20
2024-04-10 10:39:22,,2304519,20
2024-04-10 10:39:30,,2304527,25
2024-04-10 10:40:22,,2304527,20
2024-04-10 10:42:18,,2304527,25
2024-04-10 10:45:01,,2304511,25
2024-04-10 10:44:56,,2304527,20
2024-04-10 10:45:01,,2304513,25
2024-04-10 10:44:55,2024-04-10 10:48:21,2304529,1005
2024-04-10 10:45:45,,2304511,20
2024-04-10 10:45:46,,2304527,25
2024-04-10 10:45:52,,2304513,20
2024-04-10 10:46:24,,2304524,25
2024-04-10 10:47:00,,2304527,20
2024-04-10 10:47:04,,2304524,20
2024-04-10 13:36:36,,2304521,127
2024-04-10 13:41:24,,2304522,127
2024-04-10 13:48:52,,2304529,115
2024-04-10 13:51:41,,2304529,27
2024-04-10 13:52:08,,2304529,20
2024-04-10 14:15:36,,2304523,127
2024-04-10 14:46:58,,2304524,25
2024-04-10 14:47:36,,2304524,20
2024-04-10 15:04:20,,2304525,25
2024-04-10 15:05:09,,2304525,20
2024-04-10 15:26:49,,2304527,25
2024-04-10 15:27:39,,2304527,20
2024-04-10 15:28:26,,2304527,25
2024-04-10 15:29:14,,2304527,20
2024-04-10 18:05:24,,2304530,127
2024-04-10 20:54:00,,2304528,127
2024-04-10 21:39:00,,2304520,127
2024-04-10 21:49:12,,2304518,127
2024-04-10 22:07:12,,2304515,127
2024-04-10 22:11:24,,2304512,127
2024-04-10 22:11:24,,2304514,127
2024-04-10 22:13:12,,2304510,127
2024-04-10 22:13:48,,2304516,127
2024-04-10 22:13:48,,2304517,127
2024-04-10 22:26:24,,2304526,127
2024-04-10 22:39:00,,2304519,127
2024-04-10 22:45:36,,2304511,127
2024-04-10 22:45:36,,2304513,127
2024-04-11 01:36:36,,2304521,127
2024-04-11 01:41:24,,2304522,127
2024-04-11 01:51:36,,2304529,127
2024-04-11 02:15:36,,2304523,127
2024-04-11 02:47:24,,2304524,127
